ENSG_ID	A3862_142	A3862_153	A3862_155	A3862_140	A3862_143	A3862_147	A3862_148	A3862_150	A3862_152	A3862_156	A3862_158	A3862_159	A3862_141	A3862_144	A3862_145	A3862_146	A3862_149	A3862_151	A3862_154	A3862_157	A3862_160
AFFX-DapX-5_at	9.06396711528481	9.31630335367289	8.71208448224215	8.89988105667802	8.78821008718615	9.23167601149212	10.0282521439184	9.21694168616506	8.9156268965753	9.75000588942715	8.71416940792259	8.40596587752985	9.17862961504792	8.78649634833736	8.66191121895032	8.82989865750039	10.0947930304878	9.00462552174835	9.24570372067781	10.0984221139143	8.97734054504093
AFFX-DapX-M_at	10.6282306831567	10.8645584709904	10.3093291901362	10.3932161601935	10.5471202297678	10.6521964284447	11.3694810817281	10.5610623704284	10.4203520924043	11.1706343874895	10.2067011802768	10.1609106023506	10.5849865395688	10.2821342280482	10.1111945424616	10.32168644846	11.507798398435	10.6484115363927	10.6696285214519	11.410098707409	10.5549960361537
AFFX-HSAC07/X00351_3_at	13.7246087254665	13.8004292176646	13.6461690189121	13.7166869037704	13.8129023914303	13.2138331523305	13.6306403068616	13.4358274496812	13.5184870690494	13.6847987530234	13.5944254224557	13.6680168791512	13.7339423243109	13.5133052262109	13.7288053180047	13.6972247259893	13.6048528573258	13.797889756528	13.6885789244489	13.607634698776	13.6490603291077
AFFX-HSAC07/X00351_5_at	12.7880527544357	13.0292203511773	12.8536067721274	12.947946937635	13.154418910916	12.0164423240704	12.8320892935151	12.562179258663	12.228768109712	12.7018732990129	12.707519493465	12.7731782804749	12.9397432916551	12.3861091935242	12.9633348085424	12.9189337716643	12.482133948484	13.0449153625913	12.7351727436115	12.7753202083201	12.8208414808768
AFFX-HSAC07/X00351_M_at	12.76616938761	12.9044411724773	12.8069023439565	12.926484044806	13.1273405115758	12.075292874751	12.7758843210793	12.5020740242611	12.2927954686127	12.7994112495352	12.5432992413567	12.7118151039972	12.8563682500308	12.4658888977483	12.8781252735601	12.8082630464209	12.6543329555781	12.953001155852	12.7645069396241	12.7424360453032	12.6739362014162
AFFX-hum_alu_at	13.5464160256852	13.5323055320375	13.5691732556945	13.5798669095896	13.6299926376421	13.7929535176441	13.5353095867484	13.4131436078522	13.6438452153951	13.5472230407521	13.7467703855671	13.500996330437	13.4842602032554	13.4722217182711	13.5220647946712	13.6553830120705	13.4049382776247	13.5157321188734	13.5420637429025	13.5307240267916	13.8459462233346
AFFX-HUMGAPDH/M33197_3_at	13.2065316839389	13.3972057918979	13.5064682371741	13.5830220795465	13.5387718655171	13.3700667474843	13.6862254824173	13.6083259588232	13.1836697980732	13.6776127867806	13.2495292695277	13.565486123342	13.6125810698014	13.1979468481196	13.5347383901869	13.4415091293958	13.456201428866	13.3698296968481	13.5107199925984	13.706460105128	13.3482691250304
AFFX-HUMGAPDH/M33197_5_at	13.1353798492681	13.3766742618851	13.570711273331	13.6326601083048	13.4910588138121	13.3275289848084	13.6454908816528	13.6561593771095	13.2181878972479	13.6220250208898	13.2524170665137	13.5726484652333	13.6147709073286	13.3154612783458	13.5695876265354	13.4978660210262	13.4166926411454	13.4116217030381	13.5198095387205	13.6737661274005	13.344667597315
AFFX-HUMGAPDH/M33197_M_at	13.3013000835901	13.5429077247118	13.7058581304606	13.7756107617045	13.6799835511554	13.4577588504659	13.8813319410104	13.8515785642616	13.2469517001291	13.8508893312143	13.3224100842537	13.7508578112656	13.8320091884306	13.2982738453281	13.7493468856281	13.6091761005054	13.6299982542291	13.5714558199752	13.7036452658499	13.8758272689939	13.5216819137316
AFFX-HUMISGF3A/M97935_3_at	9.92576291765742	9.11701700724958	10.4885979864217	10.4917883366096	9.15821984040869	9.58989177811838	8.40284582818778	10.4147267951383	9.54808402919699	8.57621473890198	9.27681152437954	10.6694206001731	11.1806013283935	9.76154888778782	10.5128639485737	9.10721496648388	8.76827793841574	9.27171901688193	10.7107644318543	8.26538525986848	9.40394557131787
AFFX-HUMISGF3A/M97935_5_at	3.9449162083867	2.92844634355125	4.1561280355229	4.4773029337715	3.2688882114158	3.95248903154208	3.36464652538356	4.28803194626732	3.71643821142792	3.07431611846921	3.63028850954037	4.72195190303624	5.95740538413404	3.83341959189082	4.50267463825308	3.35130743974196	3.20902355677063	3.43697574681293	4.4980994579377	2.91792376785535	3.60844346671625
AFFX-HUMISGF3A/M97935_MA_at	4.04620355362975	3.23311154504703	5.01271129834887	4.82740366173642	3.03733697643042	4.05297243928712	2.89720290798927	4.89139418057056	3.88044272896689	3.00165016840719	3.69324017615291	4.70120354287968	6.15979538597023	4.07310511259806	4.99509815258008	3.51760612542384	2.65708392176543	3.23545541706763	5.20072091716701	2.77171683508191	4.14058693208388
AFFX-HUMISGF3A/M97935_MB_at	7.22255259729102	6.22463986633131	8.10885780254465	8.06055533136709	5.95301769197524	6.77111733482365	5.07449321970163	7.98020871835783	6.78265638543555	5.24148161400251	6.51410093168525	8.24850769027982	8.84295542332981	6.94296067434824	8.16170517057455	6.37828512779123	5.52553107388691	6.31979795133595	8.22130441560854	4.99260600084108	6.4306018359784
AFFX-HUMRGE/M10098_3_at	12.778227588483	12.7632027651039	12.8941581837815	12.9550731712009	12.9939448747499	12.6537780260702	12.9941522241338	13.1603868618036	12.648849428104	13.1927634710005	12.7524167536488	12.7633742862852	12.9481951559763	12.7721281177475	12.9291161342254	12.7502228278401	13.161965456566	12.7762227707616	12.968761004196	12.9908871249446	12.4917213038396
AFFX-HUMRGE/M10098_5_at	13.8258391022352	13.6112150934197	13.7725488739733	13.7529720688389	13.9179555668632	13.7922334849087	13.8142707024967	13.7566277849375	13.7178554993691	13.7929602804964	13.7819921475718	13.6948588772305	13.7346669115074	13.8158078714769	13.7336855365566	13.8430069507001	13.7283324098689	13.7526334353773	13.7916257379596	13.8424938424295	13.7851028373921
AFFX-HUMRGE/M10098_M_at	13.4525555485707	13.1658208892535	13.3868127010758	13.367974851045	13.4861335445154	13.3581809362381	13.4359403612272	13.4042591026739	13.2896173090962	13.412228969743	13.3238865302082	13.3000212014016	13.4520586641879	13.422673524827	13.3793935465587	13.4268529763974	13.4623793009258	13.2596280190084	13.3273336862887	13.4765970453975	13.2652236162851
AFFX-LysX-3_at	7.16496218871094	7.77770443546847	6.86297436048045	6.66126776004247	7.21984059391866	7.53345670862724	8.34388912917816	7.26064929037384	7.15681053438744	8.16765722657857	6.95816749917014	6.77507416237316	7.25662332225775	7.23678947241897	6.44307472127047	7.02089125951804	8.53904526798417	7.33645946233095	7.45698395862247	8.46014068345418	7.20579666176233
AFFX-LysX-5_at	5.37123128197455	6.15490779232386	5.23140694189341	5.20985662327198	5.56162190067015	5.68568903039678	6.9548017967322	5.72112855960697	5.40558461529931	6.6523837645449	5.00646758208452	5.06077647205299	5.67607671504893	5.27384024016951	5.18682263797345	5.26588801827031	7.12672190734492	5.80235628959609	5.90513372760092	7.03092869702452	5.30694010380499
AFFX-LysX-M_at	4.8725066929267	5.31276711045228	4.70707742149054	4.554440059817	4.79688398462915	5.08634446502171	6.28274216976982	5.3768943937581	4.6103656041474	5.81115427992076	4.53715306062918	4.67297184645148	5.10998586304343	4.55243761573182	4.39041209685917	4.69933271527785	5.97605859432251	5.10386268758038	4.87578874613073	6.47660493380992	4.78452776939797
AFFX-M27830_3_at	1.59399781909896	1.75029353705766	1.60973922111268	1.66806391801336	1.68459507401209	1.67199785421225	1.73847072893246	1.68524471273027	1.60262602539318	1.79642362117139	1.74984670860118	1.58898745364168	1.6078223149102	1.8342408020284	1.64018725078203	1.50712394290323	1.79266213786605	1.67661459379737	1.58126227114218	1.92327150863253	1.64106784332607
AFFX-M27830_5_at	12.176999304103	12.1587522250393	12.5265054224801	12.2457894519039	12.8289841607304	12.4650663002009	12.6509319057018	12.5264974782493	12.5377209210883	12.7771143733364	12.6470322859727	12.5672067200732	12.4029804875975	12.2342129734143	12.5406600883645	12.3514870469416	12.8561454345191	12.5941247904169	12.6227285553923	12.6519132287548	12.1789800993244
AFFX-M27830_M_at	8.59578902186255	8.85182277247951	8.8800547994252	8.42123918352649	9.46030439291545	8.81532214657966	9.1788635405836	8.23685540053175	9.02368066636901	8.83048723846602	9.21208449500568	8.68169743566539	8.86218997676849	7.89308145959483	8.09614138625538	8.37517967772098	8.88054102579693	9.15501204994467	8.38485797286353	9.40340242447347	8.58929949402545
AFFX-PheX-3_at	5.47587399936292	6.09983331566755	5.33441797365523	5.21552853934854	5.60107303567772	5.68861870213551	6.96012917478438	5.73414458763601	5.49113468126564	6.71200919042163	5.31766296829458	5.14829302512222	5.59687580635315	5.32884650589796	4.83744657202091	5.28390465611479	7.05120561209251	5.80713876007951	5.89891843588954	7.52618397309526	5.6139595787592
AFFX-PheX-5_at	6.05530926918309	6.42886038336791	5.97352125857289	5.77752416380616	6.16719963130016	6.11023798316079	7.55605401234983	6.48475655262986	5.86770286813682	6.86185149288156	5.45262675859018	5.31396371917792	6.03012277907345	5.81778275822033	5.14576239221667	5.89670023239046	7.44379479082791	6.28907724626206	6.17413684783772	7.91059035234477	6.06695669973849
AFFX-PheX-M_at	4.95410707299034	5.45629132477803	4.64484970859768	4.7720662826794	5.18924851194151	5.22409797885901	6.11528017917452	5.23169670505363	4.85360004625982	6.04324382800951	4.63822130929329	4.52358428026819	5.03352167722441	4.89830389624309	4.24214046593921	4.96544375738825	6.42017634376257	5.29199198874287	5.15843551494305	6.7403655697275	5.05727468449643
AFFX-r2-Bs-dap-3_at	11.1568165300395	11.6889659010694	11.0412959824745	11.062719419912	11.212785501464	11.3999312898617	11.9393160804772	11.2874212314017	11.2446917889054	11.856131586957	10.9964625472872	10.8996992710075	11.3016061524959	11.1033029110876	10.9352627812906	11.0126767935852	12.1495834211568	11.3924100310786	11.420500883719	12.0942082124593	11.231593728589
AFFX-r2-Bs-dap-5_at	10.0781413118925	10.3051874602036	9.65875211567598	9.78374489498183	9.9970831265496	10.1342541120596	10.9085979919361	9.99007988839401	9.9008923226752	10.7538713273773	9.66275334151826	9.41933781549326	9.98108485193436	9.74803558285979	9.49867101579001	9.64674957884793	11.078879803238	10.0992129344138	10.0963365008582	11.0269001397661	9.86381234913432
AFFX-r2-Bs-dap-M_at	10.826060345867	11.1262250298366	10.5614724771866	10.6274015427877	10.6068745028331	10.802802443891	11.4181416353688	10.7361420586469	10.7474017757306	11.3058225297703	10.5157724926562	10.3736932843383	10.7696099007243	10.5744041325079	10.4061320557135	10.5334616948846	11.6518082825639	10.7967835169046	10.9816475749883	11.4878706091132	10.7571324414989
AFFX-r2-Bs-lys-3_at	6.73679284661238	7.33618433527788	6.52431628260123	6.6149824092976	6.56766284395341	6.88440192891849	7.70850582320398	7.05759430779783	6.72268389874899	7.63211493453678	6.46040360979484	6.46850682514809	6.855369529136	6.69807996959614	6.3213109480488	6.14249149463294	8.23505335996581	6.80960749825543	7.29112737088134	8.03434867756962	6.14809178296421
AFFX-r2-Bs-lys-5_at	6.25673363998957	6.74764293867002	5.48299330357073	5.89908331272576	5.94799224357518	6.58317378407077	7.79443839312211	6.65328224101067	6.11562658348506	7.52878728154775	6.1351639991858	5.64411465239929	6.4386677481171	5.89646640568018	5.8939824966843	5.92303652473247	7.96070407548185	6.72619463339551	6.51873302160901	8.12394501780706	6.30281229578288
AFFX-r2-Bs-lys-M_at	6.56829559123251	6.76555415472863	6.000267743081	5.77054153357852	6.67514196797008	6.51896920843285	7.87616985341679	6.56599346832053	6.19088829969026	7.63258498140355	6.03237715184487	5.86167066511201	6.64925482571724	6.38158847974667	6.08930941535124	6.23034918924854	8.1834657005278	6.94308703052123	6.58199873906552	8.15720467656598	6.35364270811767
AFFX-r2-Bs-phe-3_at	8.41721908788356	8.81027781016486	8.05797131397393	8.02652315683065	8.30231708899909	8.41768785062131	9.40827376424449	8.54020497860003	8.125654015923	9.44458293522831	8.02271213816656	7.96803075379198	8.34104988629014	8.2008290922889	7.78559331856056	8.05213558591359	9.81988800608083	8.6424186589011	8.54211746524703	9.7891478793664	8.21377120406311
AFFX-r2-Bs-phe-5_at	6.43644908950531	7.04824443013142	6.31676550110894	6.61404363033943	6.08429333204292	6.86415664877548	7.81960251989588	7.24946859662815	6.37060502191422	7.94943331238488	6.32936769911386	6.10944328758842	6.63533936730196	6.36064902072846	6.03304898780017	6.33634855965595	8.10792793407525	6.96557088868205	6.77621748365049	8.51235265461514	6.63533936730196
AFFX-r2-Bs-phe-M_at	7.54903316455073	7.69408426980791	7.22810537230448	7.01604096478926	7.18169227867744	7.54903316455073	8.85852827153182	7.82209513180133	7.45249611723596	8.54801125718577	7.18707263342807	6.85032954362468	7.46237307357733	7.25373858133013	6.97837292469742	7.45359482411981	8.94560334507795	7.89290332591248	7.69254699904488	9.23526891950996	7.44271936841843
AFFX-r2-Bs-thr-3_s_at	8.06403308431818	8.649039960714	8.21071150922435	7.7009894002313	7.98440890650224	8.06575429277489	8.78234611681839	7.98853050184083	7.40240957718362	8.97364433781094	6.75278103864707	7.02951422619477	8.02380884430589	7.27768155164642	6.98890887215955	7.61543496164002	9.12363433910914	8.12822245934956	8.51590883564107	9.27131029416068	7.58432555699217
AFFX-r2-Bs-thr-5_s_at	6.07656753253487	6.29821667441561	6.00978777538747	5.64470878230206	5.48945255185231	5.90147687560165	6.66565514360759	5.76800090372626	4.74720196487328	6.98286265546825	4.68722047493797	4.81990107799254	5.69629197570101	4.82996933891352	4.94544175557622	5.28545143519455	6.98486520087774	5.82762179577536	6.38391371716839	7.8070409088069	4.92692850119907
AFFX-r2-Bs-thr-M_s_at	6.73358908944629	7.48051975997991	6.97103835143207	6.3233897352439	6.79558457701085	7.15360329686613	7.61673209669292	6.76316123357979	6.02762791166286	7.77574232132831	5.77968181583184	6.00600102145037	6.70184959707001	6.1669079396662	6.04696333044398	6.48710817704683	7.91613733548941	6.78173831884663	7.25175902586854	8.59383619665253	6.42151703890305
AFFX-r2-Ec-bioB-3_at	6.89794358842833	7.15704137271092	6.93793327722338	6.83166470672768	7.21846764159663	6.99692495825801	7.66467886122544	7.59114019590332	6.86974308991373	7.305834809873	6.78899485525224	6.93157466970007	6.8117042727125	6.82545352659405	6.63306549687772	6.19392650303524	7.63113373313074	7.17288347250877	7.05892263741043	7.81899030302003	6.93000390958996
AFFX-r2-Ec-bioB-5_at	7.05463964796873	7.5406314053499	7.17389993780694	7.01720306389894	7.56195785152552	7.2826700024418	8.007692379201	7.40998738741722	6.93822431777549	8.01443883071437	7.10920393442802	7.01296405252443	7.11338988724552	6.87485054507178	6.85547135052346	6.85000074231932	7.77888155198289	7.32558511260102	7.24635296456269	8.15926821755367	7.31686622846272
AFFX-r2-Ec-bioB-M_at	7.94347785270613	8.31411526489767	8.03050074440216	8.20609063364882	8.25410923495233	8.22599823374992	8.67866038284436	8.39854114718041	8.01051161547327	8.50225944197283	8.00519684769655	8.07074504913835	8.20609063364882	7.71943804400836	7.96707774980301	7.80170261206571	8.44698100859785	8.28343625829224	8.30184174127487	8.96169271909118	8.20609063364882
AFFX-r2-Ec-bioC-3_at	9.96653610233099	10.3031889079606	10.0865508555171	10.0752128240682	10.234414942183	10.1823676529428	10.6694179490926	10.2363523417999	10.03152209606	10.518869269762	10.0282799720538	10.1317297182546	10.1150149119902	9.77904826142224	9.99415138467796	9.911619484007	10.3443470040896	10.2545188314336	10.1616733865458	10.6483487470247	10.1345213636563
AFFX-r2-Ec-bioC-5_at	9.29333384890827	9.62142517057419	9.36405789042654	9.33398844496376	9.67642059626459	9.47350339703527	10.1404468343897	9.66535416703652	9.15579227524687	9.88354277681784	9.2981554584623	9.3295285688058	9.42999861940411	9.19006834552738	9.26044203409182	9.14901382474915	9.76643752720258	9.67618910086426	9.48660667804615	10.1033338339395	9.44053109937249
AFFX-r2-Ec-bioD-3_at	12.1133202470441	12.3928088493886	12.1516994188034	12.1389013593212	12.3417502551821	12.2449441673323	12.4749098765383	12.2173932129945	12.2530283734747	12.4718671510932	12.2363932251704	12.1742867676015	12.1960729401711	12.134783453616	12.020354756019	12.0369296104396	12.4212354098417	12.3707750626598	12.2508342810107	12.5379018203285	12.3092067178958
AFFX-r2-Ec-bioD-5_at	12.0232257487317	12.1617682515947	11.8854571616298	11.893444075231	12.0901509637562	12.0521677595813	12.213531599528	11.9236484036996	11.999522546179	12.193559858075	12.0523452898015	11.8647763375649	11.8913743358433	11.8772506399024	11.7810496090819	11.8633874614132	12.1828216768118	12.1340755796764	11.9757523736452	12.1973083208937	12.0414037883302
AFFX-r2-P1-cre-3_at	13.8553159472295	13.8479438275685	13.8188330139032	13.7888817883122	13.7790188935431	13.8984570534144	13.7950050995835	13.7513482571084	13.8839216693777	13.8388988960169	13.8900459806251	13.7341592950682	13.7860090710299	13.8447583224298	13.7679499840454	13.8058483091752	13.7967507262733	13.8325236647364	13.8822542307771	13.783755548013	14.0189402925168
AFFX-r2-P1-cre-5_at	13.4388408394055	13.4364902391823	13.2977463090835	13.3476130400719	13.4343698324338	13.4829544022344	13.4510973175421	13.3254595378192	13.4539815479226	13.435308577337	13.4557674761102	13.3013761760623	13.3239959143217	13.4005257817173	13.2670942270439	13.3766231883652	13.4210768612157	13.4254536589383	13.3709223370562	13.4363957909286	13.5420369659401
AFFX-ThrX-3_at	8.0692183240943	8.76915710423358	8.38202431180168	7.80551834648806	8.10085813441473	8.27953384861534	8.98009900834522	8.14088677292959	7.44388860170228	9.13442126197214	7.31508124158109	7.21799363208867	7.99738044823597	7.49505011206978	7.3078353174722	7.76987130453884	9.29708810911042	8.18315886300024	8.56238777092644	9.47285003835544	7.62927927432965
AFFX-ThrX-5_at	6.10193659067881	6.58892438983366	6.43606331173125	5.82377236162863	6.11112940775632	6.41625522067978	7.06906680294216	6.12287578333006	5.52531847715383	7.15884813780243	5.21818278165811	5.15810180325459	6.1182631830286	5.38593584688492	5.19797863100392	5.90553974171049	7.31025616465402	6.13847504278038	6.57720195952972	7.56942509245219	5.5662184624274
AFFX-ThrX-M_at	7.4019547539867	7.98297225053054	7.61233505257524	6.93523967775005	7.26635460761715	7.51965414561477	8.35255428614936	7.28824575475791	6.70092101439311	8.58056153785256	6.25373014617006	6.35768919684015	7.2704456564058	6.58827100175356	6.47451230455604	6.97205522080106	8.51860588592444	7.5503077599507	7.95523859356978	8.88548372470699	6.69038158110407
AFFX-TrpnX-3_at	2.29669510033433	1.78484242564213	2.16642746153673	2.03708502703701	2.18695064822928	2.2173285989303	2.07928890161853	2.12911257061465	2.16447912467949	2.06945250416387	2.19706201456197	1.90346560755285	2.14711134521586	1.91723578156595	1.98239558242035	2.0086383225981	2.03730710148326	2.06961886107275	1.85786960754027	2.08287266743451	1.87172007182575
AFFX-TrpnX-5_at	1.77215305474045	1.79497511162799	1.76040506954539	1.83208244674728	1.87670004148291	1.99432504827232	1.7908615908644	1.85069074285384	1.8132590553759	1.92981925791907	1.73678508971348	1.80617792354233	1.71840669156261	1.99264027603175	1.81612333009781	1.87965055935783	1.83319385854466	1.75718230301039	1.84007825513705	1.85148944569315	1.91203501928078
AFFX-TrpnX-M_at	1.85795789140259	1.8989200761043	2.02611726136041	2.05402165059456	1.93791358228793	1.97837387519697	2.08427565121433	1.98736714134538	2.08912743956676	2.18846428766432	2.01495109873526	2.05416961101254	2.11683295672365	2.04161762340594	1.86471114270946	2.14118643873926	2.19133433306462	1.97827807650253	2.0582813175382	2.12400672827578	1.97817399404507
ENSG00000000003	9.62193411399359	11.7389297885601	8.59656634835531	9.08180397828733	11.7519848169821	9.49235841306338	11.4328077062625	9.14311919954426	9.45107188543327	11.6795050278969	9.61198166851297	9.02703261797837	8.89008292975648	9.67821778075069	9.31976420214323	9.79779402988238	11.565324821501	11.7667078347773	9.27743357032348	11.1812357280595	9.7353737784206
ENSG00000000005	2.10830667883936	2.26974237680533	1.66220560094335	1.90525889765567	2.04276017944557	1.89946560641029	2.08238160378501	2.13064530784376	1.9685112356309	1.70175811659842	1.879734076298	2.06832165088235	1.91510443903726	1.99296273238061	1.63485597801492	1.97984066415228	1.90632272175018	1.96894143923703	2.02846449805772	1.9232827935093	2.12140288023226
ENSG00000000419	12.1257829646563	11.6896795917933	11.7630201694143	11.5708846454236	11.6684060344215	12.0183516135112	11.7864581035828	11.5095737969082	12.0841561019946	11.646771038187	12.1611553953685	11.623579131308	11.5290270313576	11.9710637330523	11.7141640637752	11.842838270129	11.6112037536692	11.8202100750247	11.7695738053929	11.806383424632	11.8272590581401
ENSG00000000457	5.56731364198811	5.38708589667947	5.14847154531561	4.55042110068674	5.63134693458989	4.14505630546145	4.16547053704564	3.73930185178741	4.9834357019723	4.63891385181334	5.09048082680568	4.58110175675846	4.78180562664668	5.06780004593111	4.54471650050672	5.12019223412294	4.8987006842133	5.42395216794881	4.50352556598313	4.14638842393445	5.07881242875965
ENSG00000000460	6.54545099169318	7.1365687971533	4.73793291647107	5.59302687610594	7.09077033362427	6.85837617402101	3.78767128767399	4.26571735833938	7.24348159332244	4.93675321142388	6.56881624204919	5.51067769325242	5.62646663117479	8.2005312855005	5.87630389662305	7.6862006845318	5.32215806683639	6.85242204378259	6.16193959376025	4.35567843511674	8.28200266071188
ENSG00000000938	2.44707080471682	2.52845286866091	2.15343124068755	2.36937409185435	2.72757013752473	2.33116597951875	2.78451691618558	2.49169718981637	2.36319628902672	2.70656177118657	2.4871638563433	2.52569863558425	2.23347624424761	2.72207802197479	2.34202524758053	2.47227127109654	2.53473624413065	2.47227127109654	2.25268420765775	2.47201719972154	2.41714008461212
ENSG00000000971	1.93849502987291	2.27263222501081	6.79474300504913	6.56604866306878	2.14202489884115	1.95926456213884	1.97174518121844	7.81564054533559	2.00461141042903	2.47694623628427	2.0185626193846	6.13378769958548	6.6419589558129	2.17383801756328	5.82338389630399	2.00151003877388	2.18164710421513	2.26566239635171	6.05089583424767	1.88024925331683	2.16367640785591
ENSG00000001036	8.73602395597917	8.79764460609068	9.58738303545664	9.60118532682096	9.12709426675519	8.90417328519822	8.60309707765246	9.89625045539336	8.72800403372434	8.46718109040175	8.70385407893271	9.85281969435778	9.77680789538228	9.00186120686948	9.58826186317023	8.69800810425312	7.40119348252408	8.75991136224739	9.7664395123614	8.90865082703754	9.32473312452324
ENSG00000001084	8.51897084840479	7.73489792153321	9.78389818075658	8.74282708872146	7.73070373646026	8.67037748570646	7.22748910668251	9.52332910812827	8.47227781334471	7.05018690465216	8.5892404457432	9.12560206510577	8.93644253507796	8.29724656253482	8.67821159094204	8.16117496127007	7.30972477238752	7.6860262203127	8.81595160073522	7.40885759331726	8.16027948712036
ENSG00000001167	5.78536532483961	4.40555700708081	4.91124803881576	4.50641520785647	4.1788493859642	6.32189885630745	5.31586790486481	5.48017097197374	5.60937162631334	5.10201571685858	5.75747955701555	4.57293925298026	4.62637059830957	5.43193021372595	4.51142888155582	5.62663522696782	4.32264012599414	4.28728633680003	4.48747526671699	5.97705649101343	5.30850910745873
ENSG00000001460	2.65771111390524	2.67846883469555	2.81790849568438	2.96660545161225	2.72509532565506	2.68191892444327	2.91981429886676	2.87973331512131	3.19212996639267	2.91981429886676	3.20595585191841	3.03672433747687	3.01072028109657	2.92511516895213	2.95910927456488	2.77452451708425	2.76154028397886	2.91265747402421	3.23317551560156	2.87381919782577	2.98413189452121
ENSG00000001461	3.85470331194828	5.3210245601259	5.01598932022324	5.48042292247164	5.32720465381267	4.21920032095215	5.29494400100665	5.23738022654686	4.4106240339033	5.41829736081803	4.26443271241308	5.37753165244911	5.38079127738996	4.2595105904779	5.44427402281497	3.79852470526137	5.44356147678337	5.28290665966961	5.41724374370796	5.10549403679188	4.32149748881384
ENSG00000001497	6.51069352730688	7.64149361607854	5.6765624771495	5.91902462719609	7.77403202644238	5.90407856776166	6.02799153464612	5.30434601983183	6.20394499828482	6.38995875223078	6.56972203902629	6.23242777623611	5.82092506484264	5.88981664442905	5.98944108255627	6.3009301449364	6.15643620770076	7.49756030908461	5.97700688952647	6.09683026770413	6.40479680697449
